31 Albert Bay,3002 ALBERT AND BANK	3003 ALBERT AND KENT	3001 ALBERT AND METCALFE	7721 FOREST VALLEY  AND AD 1401	7720 FORESTVALLEY AND RIVERMILL	3070 JEANNE D'ARC 1A	3070 JEANNE D'ARC 1B	3070 JEANNE D'ARC 2A	3070 JEANNE D'ARC 3A	3070 JEANNE D'ARC 3B	3070 JEANNE D'ARC 4A	3070 JEANNE D'ARC 4B	8122 JEANNE D'ARC AND GREY NUNS	3020 LAURIER 1A	3020 LAURIER 2A	3000 MACKENZIE KING 1A	3000 MACKENZIE KING 2A	7755 MEADWGLEN AND ASPENVIEW	2477 MEADWGLEN AND BOYER	7719 MEADWGLEN AND FOREST VALLEY	7718 MEADWGLEN AND MEADOWFIELD	7861 MEADWGLEN AND MONTEREAU	1738 MEADWGLEN AND ORLÉANS	1401 MEADWGLEN AND PAGÉ	6609 MEADWGLEN AND SUMMERFIELDS 1	7756 MEADWGLEN AND SUMMERFIELDS 2	7754 MEADWGLEN AND TEAKDALE	7717 MEADWGLEN AND WILLOWBARK	7715 MEADWGLEN AND WINDFLOWER	1756 VISENEAU AND BARRINGTON	7758 VISENEAU AND BROMONT	1710 VISENEAU AND MARKWELL	7759 VISENEAU AND VIGNEAULT	7722 YOUVILLE AND AD 1420	7724 YOUVILLE AND JEANNE D'ARC	1737 YOUVILLE AND ST JOSEPH	7723 YOUVILLE AND VOYAGEUR
144 Leitrim,4260 ALBION AND BRAMPTON	8873 ALBION AND CINANNI	4261 ALBION AND GOTH	8380 ALBION AND MASSICOTTE	4262 ALBION AND MCMAHON	4263 ALBION AND RIDGEDALE	8359 ALTA VISTA AND HERON	8425 ALTA VISTA AND RIDGEMONT	1617 ATHANS AND COUNCILLOR'S	4273 ATHANS AND SIXTH	1524 BANK AND ATHANS	4105 BANK AND ERIE	8306 BANK AND HERON	4270 BANK AND ROSEBELLA	8887 BANK AND ST BERNARD	8431 BANK AND WALKLEY	4251 BRIDLE PATH AND ALBION	4250 BRIDLE PATH AND CAROUSEL	1530 BRIDLE PATH AND CROSSCUT	1799 BRIDLE PATH AND EQUUS	4248 BRIDLE PATH AND HUNTER'S POINT	4249 BRIDLE PATH AND TRAPPER'S	3037 GREENBORO	3037 GREENBORO 1A	3037 GREENBORO 1B	3037 GREENBORO 2A	8231 HERON AND ALTA VISTA	8286 HERON AND BANK	7187 HERON AND EVANS	1969 HUNT CLUB AND BRIDLE PATH	8668 HUNT CLUB LOOP - STOP 1A	1016 KELLY FARM AND FINDLAY CREEK	1157 LEITRIM AND ALBION	4287 QUEENSDALE AND AD 1920	8874 QUEENSDALE AND ALBION	8875 QUEENSDALE AND BANK	8877 QUEENSDALE AND EIGHT	4284 QUEENSDALE AND FENMORE	4282 QUEENSDALE AND FIRST (1ST)	8876 QUEENSDALE AND SAWMILL CREEK	4283 QUEENSDALE AND STOCKTON	4275 SIXTH AND ROSEBELLA	4274 SIXTH AND ST BERNARD	3038 SOUTH KEYS 1A	3038 SOUTH KEYS 1B	3038 SOUTH KEYS 1C	3038 SOUTH KEYS 1D	3038 SOUTH KEYS 2A	3036 WALKLEY 1A	3036 WALKLEY 2A	3036 WALKLEY 3A	3036 WALKLEY 4A	3036 WALKLEY 4B	3036 WALKLEY 4C	8969 WALKLEY AND BANK
670 Nepean S,6069 AMBERWOOD AND CALAIS	4567 AMBERWOOD AND WEATHERWOOD	6028 BASELINE AND FISHER	6027 BASELINE AND LEXINGTON	6770 BASELINE AND PRINCE OF WALES	6108 BURNBANK AND CRAWLEY	6725 FISHER AND BASELINE	6032 FISHER AND DYNES	6723 FISHER AND DYNES	6724 FISHER AND MALIBU	2498 GRENFELL AND BETH	6110 GRENFELL AND BURNBANK	1624 GRENFELL AND CAPITAL	6109 GRENFELL AND CAPITAL	4017 GRENFELL AND SLACK	1625 GRENFELL AND SLACK	1955 MACFARLANE AND DEAKIN	6107 MERIVALE AND AMBERWOOD	6104 MERIVALE AND SLACK	6117 PRATT AND GRENFELL	4473 PRINCE OF WALES AND BASELINE	6706 PRINCE OF WALES AND DYNES	6707 PRINCE OF WALES AND MEADWLANDS	6705 PRINCE OF WALES AND SANFORD	1619 SLACK AND GRENFELL	1621 SLACK AND MERIVALE	6112 SLACK AND MERIVALE SCHOOL	1630 SLACK AND VAAN	4463 VAAN AND ARCO	4470 VAAN AND BIE	4464 VAAN AND JAY	1631 VAAN AND REVOL
154 Queensway Terrace,3014 LINCOLN FIELDS 1A	3014 LINCOLN FIELDS 1B	3014 LINCOLN FIELDS 2A	3014 LINCOLN FIELDS 3A	3014 LINCOLN FIELDS 3B	3014 LINCOLN FIELDS 4A	3014 LINCOLN FIELDS 4B	3014 LINCOLN FIELDS 5A	3014 LINCOLN FIELDS OFF STOP
124 Beacon Hill,3027 BLAIR 1A	3027 BLAIR 2A	3027 BLAIR 2B	1927 CITY PARK AND OGILVIE	4446 CITY PARK AND OGILVIE	1748 CUMMINGS AND CYRVILLE	2462 CYRVILLE AND JOSEPH CYR	1741 CYRVILLE AND LABELLE	2576 EARL ARMSTRONG ARENA	2578 OGILVIE AND AD 1901	8521 OGILVIE AND AVIATION	2500 OGILVIE AND BEAULIEU	3556 OGILVIE AND BLAIR	4443 OGILVIE AND CADORO	8513 OGILVIE AND CITY PARK	3711 OGILVIE AND CUMMING	8658 OGILVIE AND DUNHAM	8776 OGILVIE AND EASTVALE	8665 OGILVIE AND ELMLEA	8667 OGILVIE AND JASMINE	2579 OGILVIE AND JASMINE	8698 OGILVIE AND L B PEARSON HS	7951 OGILVIE AND LASSITER	8699 OGILVIE AND MONTRÉAL	7950 OGILVIE AND NASKAPI	4442 OGILVIE AND PALMERSTON	6698 ST LAURENT AND OGILVIE	3025 ST-LAURENT 3A	3025 ST-LAURENT 3B	3025 ST-LAURENT 3C	3025 ST-LAURENT 3D	3025 ST-LAURENT 4A	3025 ST-LAURENT 4B	3025 ST-LAURENT 4C	3025 ST-LAURENT 4D
155 Bayshore,4000 2591 QUEENSVIEW	5231 2655 QUEENSVIEW	1358 CONNAUGHT AND ROMAN	1365 CONNAUGHT AND SEVERN	3019 PINECREST 1A	3019 PINECREST 2A	5955 PINECREST AND RAMP
72 Mackenzie King,4601 BARRHAVEN CROSSING	3060 BAYVIEW	3060 BAYVIEW 1A	3060 BAYVIEW 2A	3043 FALLOWFIELD 1A	3043 FALLOWFIELD 2A	4602 FALLOWFIELD AND HOLITMAN	4607 FOXFIELD AND HENFIELD	4608 FOXFIELD AND KADER	1139 KENNEVALE AND BOURNE	3393 KENNEVALE AND COBBLE HILL	2318 KENNEVALE AND HENNEPIN	3391 KENNEVALE AND LAMPLIGHTERS	2314 KENNEVALE AND MERNER	3010 LEBERETON 2A	3010 LEBRETON 1A	3010 LEBRETON 3A	2822 MALVERN AND THISTLEDOWN	2826 SHERWAY AND CONWAY	2825 SHERWAY AND DOLAN	2830 SHERWAY AND FABLE	2823 SHERWAY AND MALVERN	3007 SLATER AND BANK	3005 SLATER AND BAY	3006 SLATER AND KENT	3008 SLATER AND METCALFE	3011 TUNNEY'S PASTURE A	3011 TUNNEY'S PASTURE B	3011 TUNNEY'S PASTURE C	3011 TUNNEY'S PASTURE D	1163 WEYBRIDGE AND JOCKVALE	2923 WEYBRIDGE AND KENNEVALE	4606 WOLFGANG AND FOXFIELD
7 Carleton,7666 BANK AND ARLINGTON	6774 BANK AND AYLMER	6845 BANK AND CHAMBERLAIN	6847 BANK AND FIFTH	7665 BANK AND GILMOUR	2489 BANK AND GLADTONE	7662 BANK AND GLEBE	2486 BANK AND GLOUCESTER	2487 BANK AND LISGAR	7663 BANK AND POWELL	7682 BANK AND QUEEN	7687 BANK AND SLATER	2488 BANK AND SOMERSET	7660 BANK AND THIRD	7015 BEECHWOOD AND ACACIA	8792 BEECHWOOD AND CRICHTON	8922 BEECHWOOD AND MACKAY	8790 BEECHWOOD AND ST CHARLES	8847 BRITTANY AND BANGS	6126 BRITTANY AND KRISTIN	4396 BRITTANY AND MONTRÉAL	4394 BRITTANY AND TRURO	6822 COBOURG AND BEAUSOLEIL	2402 COBOURG AND CLARENCE	7568 COBOURG AND ST PATRICK	3080 LANSDOWNE TD PLACE	3080 LANSDOWNE TD PLACE	3009 RIDEAU 3A (RIDEAU ST)	3009 RIDEAU 4A (RIDEAU ST)	2325 RIDEAU AND AUGUSTA	7591 RIDEAU AND CHAPEL	7596 RIDEAU AND DALHOUSIE	2323 RIDEAU AND FRIEL	1658 RIDEAU AND KING EDWARD	7594 RIDEAU AND NELSON	8852 ST LAURENT AND AD 1055	4392 ST LAURENT AND AD 505	8627 ST LAURENT AND BRITTANY	6697 ST LAURENT AND CYRVILLE	6694 ST LAURENT AND DONALD	1125 ST LAURENT AND MCARTHUR	4393 ST LAURENT AND MONTRÉAL	6698 ST LAURENT AND OGILVIE	3025 ST-LAURENT 3A	3025 ST-LAURENT 3B	3025 ST-LAURENT 3C	3025 ST-LAURENT 3D	3025 ST-LAURENT 4A	3025 ST-LAURENT 4B	3025 ST-LAURENT 4C	3025 ST-LAURENT 4D	6790 UNIVERSITY AND BRONSON	7691 WELLINGTON AND METCALFE	7692 WELLINGTON AND O'CONNOR
698 Ridgemont & St Pats,8441 1145 HUNT CLUB	5756 ALBION AND CAHILL	4239 ALBION AND SOUTHGATE	8425 ALTA VISTA AND RIDGEMONT	8436 BANK AND WALKLEY	4316 BLOHM AND AD 1579	4318 BLOHM AND BRISTON	6420 BLOHM AND FORESTGLAD	4357 BLOHM AND HUNTERSWOOD	1992 BLOHM AND KARSH	6471 BLOHM AND REUBENS	4358 BLOHM AND SAI	8628 BLOHM AND TED GRANT	4847 CAHILL AND ROSEGARDEN	4256 CAHILL AND SOUTHPORT	1578 CAHILL AND VERDON	3037 GREENBORO	3037 GREENBORO 1A	3037 GREENBORO 1B	3037 GREENBORO 2A	8448 HUNT CLUB AND AD 1189	4845 HUNT CLUB AND ALBION	4246 HUNT CLUB AND BANK	8440 HUNT CLUB AND BANK	2416 HUNT CLUB AND CAHILL	4332 HUNT CLUB AND LORRY GREENBERG	1915 LORRY GREENBERG AND CONROY	4325 LORRY GREENBERG AND HUNTERSFIELD	4328 LORRY GREENBERG AND MARGRAVE	4326 LORRY GREENBERG AND PIKE	4331 LORRY GREENBERG AND SCARLET	4327 LORRY GREENBERG AND STAMFORD	8742 LORRY GREENBERGANDHUNTER'S GLENANDGREENBORO CTRE	3038 SOUTH KEYS 1A	3038 SOUTH KEYS 1B	3038 SOUTH KEYS 1C	3038 SOUTH KEYS 1D	3038 SOUTH KEYS 2A	3036 WALKLEY 1A	3036 WALKLEY 2A	3036 WALKLEY 3A	3036 WALKLEY 4A	3036 WALKLEY 4B	3036 WALKLEY 4C
168 Terry Fox,5338 BEAVERBROOK AND VARLEY	6876 BEAVERBROOK AND VARLEY	1817 BEAVERBROOK AND WESLOCK	3055 EAGLESON 2A	3055 EAGLESON 2B	3055 EAGLESON 3A	3055 EAGLESON 4A	6218 EAGLESON AND AD 465	6735 EAGLESON AND KAKULU	5778 EAGLESON AND MICHAEL COWPLAND	6219 EAGLESON AND ROTHESAY	1930 FERNBANK AND TERRY FOX	3609 GOLDRIDGE AND CAMBIOR	3573 GOLDRIDGE AND CHELTONIA	3611 GOLDRIDGE AND GRENGOLD	3612 GOLDRIDGE AND HEMLO	3610 GOLDRIDGE AND INSMILL	3280 GOLDRIDGE AND STIKINE	1111 GOULBOURN FORCED AND BADELEY	6226 GRASSY PLAINS AND APPLE CREEK	6227 GRASSY PLAINS AND APPLE CREEK	2955 GRASSY PLAINS AND EMERALD MEADWS	6228 GRASSY PLAINS AND MEADWBREEZE	6242 HAZELDEAN MALL AND EAST STOP	1893 KANATA AND CAMPEAU	2088 KANATA AND EARL GREY	5380 KANATA AND GOLDRIDGE	5368 KANATA AND HIGHMOUNT	1296 KANATA AND WALDEN	3579 KANATA AND WALDEN	7077 KEYROCK AND DOYON	7079 KEYROCK AND LAUGHLIN	7075 KEYROCK AND NETTLESHIP	7259 KEYROCK AND TORBEC	5360 KNUDSON AND GOULDING	5357 KNUDSON AND LANGFORD	5358 KNUDSON AND SHAUGHNESSY	5786 KNUDSON AND WESLOCK	3278 STIKINE AND MARICONA WAY	6217 STONEHAVEN AND BRIDLEWOOD	1041 STONEHAVEN AND KINGHAVEN	6215 STONEHAVEN AND PINE HILL	1879 STONEHAVEN AND STEEPLE CHASE	6701 STONEHAVEN AND STONEMEADW	1796 STONEHAVEN AND WIILOWGLEN	6933 TEMPLEFORD AND COPE	6931 TEMPLEFORD AND TABARET	3018 TERON 1A	3018 TERON 2A	7978 TERON AND PENFIELD	6446 TERON AND SALTER	1875 WESLOCK AND KNUDSON
124 St-Laurent,3027 BLAIR 1A	3027 BLAIR 2A	3027 BLAIR 2B	1927 CITY PARK AND OGILVIE	4446 CITY PARK AND OGILVIE	1769 CUMMINGS AND OGILVIE	1742 CYRVILLE AND CUMMINGS	1734 CYRVILLE AND MICHAEL	8710 EASTVALE AND CASEY	2550 EASTVALE AND FILLMORE	2553 EASTVALE AND GRAFTON	2554 EASTVALE AND HUBBARD	2552 EASTVALE AND KENDER	2555 EASTVALE AND LOYOLA	8704 EASTVALE AND OGILVIE	2542 LA VÉRENDRYE AND DEERHURST	2562 LA VÉRENDRYE AND GATINEAU VIEW	2544 LA VÉRENDRYE AND GLENFERN	2545 LA VÉRENDRYE AND KINGS GROVE	8708 LA VÉRENDRYE AND MELDRUM	8707 LA VÉRENDRYE AND OGILVIE	2546 LA VÉRENDRYE AND QUINCY	2543 LA VÉRENDRYE AND THOMAS D'ARCY MCGEE SCHOOL	3558 OGILVIE AND 2ND ELMRIDGE	8424 OGILVIE AND AD 1195	8661 OGILVIE AND AD 1820	2577 OGILVIE AND APPLEFORD	8664 OGILVIE AND ARMSTRONG ARENA	1238 OGILVIE AND AVIATION	1980 OGILVIE AND BATHGATE	4441 OGILVIE AND CADORO	4445 OGILVIE AND CITY PARK	5821 OGILVIE AND DUNHAM	1563 OGILVIE AND ELMLEA	3557 OGILVIE AND ELMRIDGE	3653 OGILVIE AND KENDER	1975 OGILVIE AND L B PEARSON HS	8908 OGILVIE AND LASSITER	8700 OGILVIE AND MONTRÉAL	8706 OGILVIE AND MONTRÉAL	8782 OGILVIE AND NASKAPI	4440 OGILVIE AND PALMERSTON	2548 QUINCY AND OGILVIE	8709 QUINCY AND RIVERSHORE	1049 ST LAURENT AND LEMIEUX
134 Place d'Orléans,1793 CHAMPLAIN AND RR 174	8152 JEANNE D'ARC AND AVIGNON	8153 JEANNE D'ARC AND BILBERRY	8143 JEANNE D'ARC AND BILBERRY	7911 JEANNE D'ARC AND DECARIE	7912 JEANNE D'ARC AND MILLWOOD	5931 JOSHUA AND KEITH	6328 LONGLEAF AND GLADWOODS	6325 LONGLEAF AND ORLÉANS	6327 LONGLEAF AND SHAKEWOOD	6326 LONGLEAF AND VALLEYWOOD	1397 NAVAN AND AD 2878	2653 NAVAN AND TOPSOIL	3028 ORLÉANS 1A	3028 ORLÉANS 1B	3028 ORLÉANS 1C	3028 ORLÉANS 2A	3028 ORLÉANS 2B	3028 ORLÉANS 2C	7739 ORLÉANS AND BEAUSÉJOUR	3618 ORLEANS AND BLUE WILLOW	3619 ORLEANS AND BLUE WILLOW	1754 ORLÉANS AND BOYER	7737 ORLÉANS AND BOYER	7741 ORLÉANS AND CARRIÈRE	2445 ORLÉANS AND CRESTMONT	7738 ORLÉANS AND GLOUCESTER LIBRARY	2453 ORLÉANS AND INNES	2452 ORLÉANS AND INNES	7740 ORLÉANS AND JEANNE D'ARC	1534 ORLÉANS AND JEANNE D'ARC	5847 ORLÉANS AND MAPLE RUN	2456 ORLÉANS AND MEADWGLEN	3617 ORLÉANS AND NAVAN	7742 ORLÉANS AND NOTRE DAME	7736 ORLÉANS AND OAK MEADWS	7800 PLACE D'ORLÉANS AND ROCQUE	7799 PLACE D'ORLÉANS AND ST JOSEPH	9062 RENAUD AND PERCIFOR	9060 RENAUD AND SADLERIDGE	9061 RENAUD AND SADLERIDGE	5934 SADLERIDGE AND DOVEHAVEN	5928 SADLERIDGE AND ROLLING MEADOWS	8540 ST JOSEPH AND BELCOURT	1767 ST JOSEPH AND DUSSERE	1768 ST JOSEPH AND EDGAR BRAULT	5740 ST JOSEPH AND ORLÉANS	7798 ST JOSEPH AND ST JEAN
116 Merivale & Merivale & Colonnade,1320 339 WEST HUNT CLUB	6091 43 AURIGA	6090 ANTARES AND AURIGA	6092 ANTARES AND AURIGA	1968 ANTARES AND CAPELLA	6096 ANTARES AND WEST HUNT CLUB	6097 ANTARES AND WEST HUNT CLUB	1039 AURIGA AND ANTARES	6089 AURIGA AND DEAKIN	3017 BASELINE 1A	3017 BASELINE 1B	3017 BASELINE 1C	3017 BASELINE 1D	3017 BASELINE 2A	3017 BASELINE 2B	3017 BASELINE OFF STOP	3034 BILLINGS BRIDGE 1A	3034 BILLINGS BRIDGE 2A	3034 BILLINGS BRIDGE 3A	3034 BILLINGS BRIDGE 3B	3034 BILLINGS BRIDGE 3C	3034 BILLINGS BRIDGE 4B	3034 BILLINGS BRIDGE 4C	3034 BILLINGS BRIDGE 4D	3034 BILLINGS BRIDGE AND BANK	6049 COLONNAD AND AD 120	1588 COLONNAD AND AD 146	3037 GREENBORO	3037 GREENBORO 1A	3037 GREENBORO 1B	3037 GREENBORO 2A	3035 HERON 1A	3035 HERON 2A	3035 HERON 3A	3035 HERON 4A	4195 HUNT CLUB AND BILLY BISHOP	4196 HUNT CLUB AND LINDBERGH	2962 HUNT CLUB AND MCCARTHY	1923 HUNT CLUB AND NORTH BOWESVILLE	8641 HUNT CLUB AND PARKWAY	1704 HUNT CLUB AND PAUL ANKA	5815 HUNT CLUB AND PRINCE OF WALES	6124 HUNT CLUB AND RIVERSIDE	1921 HUNT CLUB AND UPLANDS	3023 HURDMAN 1B	3023 HURDMAN 1C	3023 HURDMAN 2A	3023 HURDMAN 2C	3016 IRIS 1A	3016 IRIS 2A	3016 IRIS STATION OFF STOP	3030 LYCÉE CLAUDEL 1A	3030 LYCÉE CLAUDEL 2A	6083 MACFARLANE AND BELLEDUNE	6081 MACFARLANE AND BRISBANE	1955 MACFARLANE AND DEAKIN	1608 MACFARLANE AND GREENSIDE	6084 MACFARLANE AND MERIVALE	6082 MACFARLANE AND PINEGLEN	4521 MEADWLANDS AND BAYNE	2986 MEADWLANDS AND INDIAN	4520 MEADWLANDS AND JOAN	2985 MEADWLANDS AND PETER	4519 MEADWLANDS AND SAVUTO	6039 MEADWLANDS AND SULLIVAN	4016 MEADWLANDS AND THATCHER	4516 MEADWLANDS AND VIEWMOUNT	8117 MERIVALE AND CLEOPATRA	1635 MERIVALE AND COLONNAD	5846 MERIVALE AND FAMILY BROWN	1615 MERIVALE AND JAMIE	1889 MERIVALE AND MEADWLANDS	1636 MERIVALE AND ROYDON	5735 MERIVALE AND ROYDON	6104 MERIVALE AND SLACK	4022 MERIVALE AND VIEWMOUNT	6099 MERIVALE AND WEST HUNT CLUB	3033 PLEASANT PARK 1A	3033 PLEASANT PARK 2A	3033 PLEASANT PARK 3A	3033 PLEASANT PARK 4A	6063 PRINCE OF WALES AND AD 2158	1604 PRINCE OF WALES AND RIDEAU HEIGHTS	1605 PRINCE OF WALES AND STEPHANIE	3032 RIVERSIDE 1A	3032 RIVERSIDE 2A	3031 SMYTH 1A	3031 SMYTH 2A	3038 SOUTH KEYS 1A	3038 SOUTH KEYS 1B	3038 SOUTH KEYS 1C	3038 SOUTH KEYS 1D	3038 SOUTH KEYS 2A	8608 TRANSITWAY AND HUNT CLUB	6004 VIEWMOUNT AND BISCAYNE	4023 VIEWMOUNT AND EUROPA	7265 VIEWMOUNT AND GRANT CARMAN	6006 VIEWMOUNT AND MERIVALE	4024 VIEWMOUNT AND ONONDAGA	4020 VIEWMOUNT AND OVERLAKE	3036 WALKLEY 1A	3036 WALKLEY 2A	3036 WALKLEY 3A	3036 WALKLEY 4A	3036 WALKLEY 4B	3036 WALKLEY 4C	2926 WOODROFFE AND DAVID	4018 WOODROFFE AND MEADWLANDS
85 Bayshore,3002 ALBERT AND BANK	3004 ALBERT AND BAY	2392 ALBERT AND EMPRESS	3003 ALBERT AND KENT	3001 ALBERT AND METCALFE	6788 BAYSHORE AND CARLING	2058 CARLING AND ANNA - THE ROYAL	8080 CARLING AND ARCHIBALD	8011 CARLING AND BOOTH	8997 CARLING AND CAMBRIDGE	4909 CARLING AND CHURCHILL	8016 CARLING AND CIVIC HOSPITAL	2786 CARLING AND CROYDON	6404 CARLING AND EDGEWORTH	6448 CARLING AND FOREST	8017 CARLING AND HOLLAND	8015 CARLING AND IRVING	2350 CARLING AND KIRKWOOD	7365 CARLING AND MELROSE	8078 CARLING AND MERIVALE	8013 CARLING AND NORFOLK	8014 CARLING AND O-TRAIN STATION	1324 CARLING AND PARKDALE	6406 CARLING AND RICHARDSON	7367 CARLING AND SHERWOOD	6405 CARLING AND WENTWORTH	6407 CARLING AND WOODLAND	6481 CARLING AND WOODROFFE	5889 CARLINGWOOD - SEARS	6804 CHAPEL AND WIGGINS	6782 KING EDWARD AND TEMPLETON	1011 LAURIER AND CUMBERLAND	3010 LEBERETON 2A	3010 LEBRETON 1A	3010 LEBRETON 3A	3022 LEES 3A	3022 LEES 3B	3022 LEES 4A	3022 LEES 4B	3022 LEES 4C	3022 LEES 4D	6803 LEES AND CHAPEL	3014 LINCOLN FIELDS 1A	3014 LINCOLN FIELDS 1B	3014 LINCOLN FIELDS 2A	3014 LINCOLN FIELDS 3A	3014 LINCOLN FIELDS 3B	3014 LINCOLN FIELDS 4A	3014 LINCOLN FIELDS 4B	3014 LINCOLN FIELDS 5A	3014 LINCOLN FIELDS OFF STOP	3000 MACKENZIE KING 1A	3000 MACKENZIE KING 2A	5248 WOODRIDGE AND AD 104	5246 WOODRIDGE AND AD 124	6430 WOODRIDGE AND AD 130	6428 WOODRIDGE AND AD 210	5247 WOODRIDGE AND AD 50
64 Kanata,3002 ALBERT AND BANK	3004 ALBERT AND BAY	3003 ALBERT AND KENT	3001 ALBERT AND METCALFE	3050 BAYSHORE 1A	3050 BAYSHORE 2A	3050 BAYSHORE 3A	3050 BAYSHORE 4A	3050 BAYSHORE 4B	3060 BAYVIEW	3060 BAYVIEW 1A	3060 BAYVIEW 2A	3013 DOMINION 1A	3013 DOMINION 2A	3013 DOMINION STN OFF STOP	6154 FLAMBOROUGH AND HALTON	1260 FLAMBOROUGH AND KEIGLEY	1262 FLAMBOROUGH AND LAXFORD	3571 GOLDRIDGE AND AFTON	3570 GOLDRIDGE AND HEMLO	3572 GOLDRIDGE AND INSMILL	3608 GOLDRIDGE AND INSMILL	3607 GOLDRIDGE AND NORGOLD	3281 GOLDRIDGE AND STIKINE	1541 HUNTSVILLE AND DRUMHELLER	1553 HUNTSVILLE AND ESCARPMENT	1554 HUNTSVILLE AND INGERSOLL	5365 KANATA  AND EVANSHAN	5367 KANATA AND CAMPEAU	2087 KANATA AND EARL GREY	6050 KANATA AND HUNTSVILLE	5369 KANATA AND ROBSON	1508 KLONDIKE AND ROY ERRINGTON	3010 LEBERETON 2A	3010 LEBRETON 1A	3010 LEBRETON 3A	3014 LINCOLN FIELDS 1A	3014 LINCOLN FIELDS 1B	3014 LINCOLN FIELDS 2A	3014 LINCOLN FIELDS 3A	3014 LINCOLN FIELDS 3B	3014 LINCOLN FIELDS 4A	3014 LINCOLN FIELDS 4B	3014 LINCOLN FIELDS 5A	3014 LINCOLN FIELDS OFF STOP	3000 MACKENZIE KING 1A	3000 MACKENZIE KING 2A	1526 OLD SECOND LINE AND BRAD	1509 OLD SECOND LINE AND FORESTBROOK	3019 PINECREST 1A	3019 PINECREST 2A	3279 STIKINE AND NORTOBA	3011 TUNNEY'S PASTURE A	3011 TUNNEY'S PASTURE B	3011 TUNNEY'S PASTURE C	3011 TUNNEY'S PASTURE D	3012 WESTBORO 1A	3012 WESTBORO 1B	3012 WESTBORO 2A	3012 WESTBORO 3A	3012 WESTBORO 4A	3012 WESTBORO OFF STOP
